source_json,test_id,subject,topic_name,total_questions,question_number,type,question_text,correct_answer,option_a,option_b,option_c,option_d,solution,image_data,hint_image,option_images_json,option_image_a,option_image_b,option_image_c,option_image_d,extra_question_images,solution_images,raw_question_json
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,37,single_type,"Select the correct statement

**Options:**
-",c,and (,are correct,Both (,None of the above is correct,Complexes differ in nature of lonisation $\left[Cr(NH_3)_5Br\right]ClAg^{+i}AgCl\downarrow i$ White ppt. $$[Cr(NH_3)_5Cl]BrAg^{+i}AgBr\downarrow i$$ Yellow ppt.,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,38,single_type,"[Cr( N H3 )5 Br)Cland [Cr( N H3 )5Cl] Brcan be distinguished by / and isomerism shown is

**Options:**
-",b,BaCl,AgN O3 ``` ```,"AgNO_3, coordinate BaCl_2, linkage",,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,39,single_type,"In the complex [CoCl_3 \cdot 4NH_3]

**Options:**
-",c,"Octahedral, tetrahedral and square planar ```","Tetrahedral, square planar and octahedral","Square planar, tetrahedral and octahedral","Octahedral, square planar and octahedral",Complexes differ in nature of lonisation $\left[Cr(NH_3)_5Br\right]ClAg^{+i}AgCl\downarrow i$ White ppt. $$[Cr(NH_3)_5Cl]BrAg^{+i}AgBr\downarrow i$$ Yellow ppt. Complex is $$\left[ Co(NH_3)_4 C l_2 \right] Cl \rightleftharpoons \left[ Co(NH_3)_4 C l_2 \right]^{+\lambda + C \Gamma^{\lambda \lambda} \lambda}$$ $$40$$,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,41,numerical,,b,,,,,"$$N i^{2+\dot{\boldsymbol{\iota}}+4CN^{-\dot{\boldsymbol{\iota}}\rightarrow [\boldsymbol{\iota}|CN]_4]^{2-\dot{\boldsymbol{\iota}}\dot{\boldsymbol{\iota}}}} \dot{\boldsymbol{\iota}}$$ Here $Ni^{2+i,t}$ has $d^8$ -configuration with $CN^{-i,t}$ as strong ligand.  $d^8$ -configuration in strong ligand field gives $ds p^2$ hybridisation, hence square planar geometry. $$N i^{2+i+4Cl^{-i-[NiCl_4]^{2-ii}}i}$$ Here $Ni^{2+il}$ has $d^8$ -configuration with $CN^{-il}$ as weak ligand.  $d^8$ -configuration in weak ligand field gives $s\,p^3$ hybridisation, hence tetrahedral geometry. $N\,i^{2+i\,l}$ with $H_2O$ forms $\left[\dot{\iota}\left(H_2O\right)_6\right]^{2+i\,l}$ complex and $H_2O$ is a weak ligand.  Therefore, $\left[\dot{\iota}(H_2O)_6\right]^{2+\dot{\iota}\dot{\iota}}$ has octahedral geometry.",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,43,single_type,"The correct structure of ethylenediaminetetraacetic acid (EDTA) is

**Options:**
-",c,$$\begin{array}{c} \text{H}_2\text{CCOOH} \\ \text{N} \\ \text{CH}_2\text{COOH} \\ \end{array}$$ $$\begin{array}{c} \text{CH}_2\text{COOH} \\ \text{COOH} \\ \end{array}$$,,$$H_2CCOOH$$,,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,44,single_type,Which has maximum coordinating (donor) points? *,b,DMG,EDTA,En,"Py

**Options:","- (a) In $MnO_2$ , $FeCl_3$ oxidation states of Mn and Fe are +4 and +3 respectively. - (b) In $(MnO_4)^{-i,CrO_2Cl_2i}$ oxidation states of Mn and Cr are +7 and +6 respectively. - (c) In $\left[Fe(CN)_6\right]^{3-\iota,\left[Co(CN)_3\right]\iota}$ oxidation states of Fe and Co are +3 and +3 respectively. - (d) $\left[NiCl_4\right]^{2-\iota,\left[CoCl_4\right]^{-\iota\iota}\iota}$ oxidation states of Ni and Co are +2 and +3 respectively. (b) $$N i^{2+\dot{\boldsymbol{\iota}}+4CN^{-\dot{\boldsymbol{\iota}}\rightarrow [\boldsymbol{\iota}|CN]_4]^{2-\dot{\boldsymbol{\iota}}\dot{\boldsymbol{\iota}}}} \dot{\boldsymbol{\iota}}$$ Here $Ni^{2+i,t}$ has $d^8$ -configuration with $CN^{-i,t}$ as strong ligand.  $d^8$ -configuration in strong ligand field gives $ds p^2$ hybridisation, hence square planar geometry. $$N i^{2+i+4Cl^{-i-[NiCl_4]^{2-ii}}i}$$ Here $Ni^{2+il}$ has $d^8$ -configuration with $CN^{-il}$ as weak ligand.  $d^8$ -configuration in weak ligand field gives $s\,p^3$ hybridisation, hence tetrahedral geometry. $N\,i^{2+i\,l}$ with $H_2O$ forms $\left[\dot{\iota}\left(H_2O\right)_6\right]^{2+i\,l}$ complex and $H_2O$ is a weak ligand.  Therefore, $\left[\dot{\iota}(H_2O)_6\right]^{2+\dot{\iota}\dot{\iota}}$ has octahedral geometry. DMG, en: Bidentate EDTA : Hexadentate py: Unidentate",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,45,numerical,"The correct structure of ethylenediaminetetraacetic acid (EDTA) is a) $$HOOCCH_2$$ HOOC N-CH=CH-N COOH $$COOH$$

**Options:**
- a) 
- b) 
- c) 
- d)",c,,,,,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,46,single_type,"The volume (in mL) of 0.1 M AgNO3 required for complete precipitation of chloride ions present in 30 mL of 0.01 M solution of [*Cr*( *H*2*O*)5*Cl*]*Cl*2, as silver chloride is close to *",d,3,4,5,6,"mmol of complex =30×0.01 =0.3 Also, 1 mole of complex $\left[Cr(H_2O)_5Cl\right]Cl_2$ gives only two moles of chloride ion when dissolved in solution. $$\big[ \mathit{Cr} \big( H_2 O \big)_{\! 5} \mathit{Cl} \big] \mathit{Cl}_2 {\longrightarrow} \big[ \mathit{Cr} \big( H_2 O \big)_{\! 5} \mathit{Cl} \big]^{\! 2 + \ell + 2\mathit{Cl}^{-\ell \ell}}$$ $\Rightarrow$ mmol of $Cl^{-ll}$ ion produced from its 0.3 mmol =0.6 Hence, 0.6 mmol of $A g^{+ii}$ would be required for precipitation. $\Rightarrow$ 0.60 mmol of $Ag^{+ii}=0.1 \text{ M} \times V$ (in mL) $\Rightarrow V=6 \text{ mL}$",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,50,single_type,"A compound has the empirical formula CoCl_3 \cdot 5NH_3, When an aqueous solution of this compound is mixed with excess silver nitrate, 2 moles of AqCl precipitate per mol of compound. On reaction with excess HClno\ N\ H_4^{+i.i} is detected. Hence, it is

**Options:**
-",c,Fe (III) ion forms a chare transfer complex with SC N^{-it} ions,Fe(III) is reduced to Fe(I) which is deep red in colour SCN^{-il} ion oxidizes to CN^{-il} ion that forms red complex with Fe (III) ion SCN^{-ii} ion does not form any complex with Fe (II) ion,Two Cl show (PV) and one Cl (PV) as well as (SV),All the Cl show (SV) Aqueous Fe (III) ion develops intense red colour with SCN^{-ii} while Fe(II) does not. It is due to,"Given complex is shown as ---- PV, -SV, --- dual",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,52,single_type,Select the incorrect statement,a,``` ``` [ ¿ ( en)3 ] ```,Increase in stability of the complexes due to presence of multidentate cyclic ligand is called macrocyclic effect,A complex ion that exchanges ligands slowly is said to be non-labile or inert,"For a given ion and ligand, greater the charge on the metal ion, greater the stability",,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,54,single_type,The complex [*Co* ( *N H*<sup>3</sup> )<sup>5</sup> ( *N O*2)] 2+¿ ¿ and ¿ are called *,b,Ionization isomer,Linkage isomers,Coordination isomer,"Geometrical isomer

**Options:","$$\left[ en \underbrace{Ni}_{en} \right]^{2+}$$ Chelate complex thus more stable than $$\left[\left. \frac{\mathsf{i}}{\mathsf{i}} (N \, H_3)_6 \right]^{2+\mathsf{i}\,\mathsf{i}} \right]$$ Ligands are $-NO_2$ , metal linked to N -ONO, metal linked to O",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,55,single_type,"Ink contains *F e* <sup>3</sup>+¿ *.*¿Spot of ink can be removed by addition of *C*2*O*<sup>4</sup> 2−¿ ¿ , Complex formed is

**Options:**
-",b,and (,¿ (CO)4and NiC l,¿ (CO)4,NiC l,$$Fe^{3+i+3C_2O_4^{2-i-[Fe(C_2O_4)_3]^{3-i}i}i}$$ soluble,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,56,numerical,,a,,,,,"$[Co(NH_3)_3Cl_3] \rightleftharpoons$ no ionization Thus, is the molecular complex 57",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,58,numerical,,c,,,,,EDTA (in the form of dihydrogen salt) forms insoluble compound with $Pb^{2+ib}$ and is thus drained out $$Co^{2+i=[Ar]3d^7i}$$ $$\begin{bmatrix} 1 & 1 \\ 1 & 1 \end{bmatrix} \xrightarrow{1} \underbrace{e_g}_{t_{2\sigma}} \downarrow -\frac{4}{5} \triangle_o$$,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,60,numerical,,b,,,,,$O_3C$ $NH_3$ $NH_3$ Mirror -images are not superimposable 62 $\downarrow$,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,64,single_type,"C u when H2 S gas is passed

**Options:**
-",a,There is yellow precipitate due to CdS,There is black precipitate due to CuS,There is blue precipitation due to CuS,There is precipitation of CuS and CdS together,"$\left[ Cu(CN)_4 \right]^{3-44}$ is stable, does not ionize $\left[Cd(CN)_{4}\right]^{2-\delta\delta}$ is unstable, ionizes to form $Cd^{2+\delta\delta}$ , thus *CdS* is precipitated 65",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,65,single_type,"Which one of the following complex species does not obey the EAN rule?

**Options:**
-",b,[Cu (CN )4 ],[Cr( N H3 )6 ],[ Fe (CN )6 ],[¿ (CO)4,"EAN rule is not followed in which EAN of metal ≠ EC of nearest inert gas In this case Kr | Compl<br>ex | Z | O<br>N | Electro<br>de from<br>ligand (<br>L) | EAN<br>¿Z-(ON) | |-------------------|--------|--------|--------------------------------------|----------------| | (a) | 2 | + | 8 | 36 | | (b)<br>(c)<br>(d) | 9 | 1 | 12 | 33 | | (c) | 2<br>4 | + | 12 | 36 | | (d) | 4 | 3 | 8 | 36 | | | 2 | + | | | 2<br>6 | 2 | | | 2 | 0 | | | 8 | | $\left[ Cr(NH_3)_6 \right]^{3+ii}$ does not follow EAN rule 69 $$\left[Fe\left(O_{2}\right)\left(CN\right)_{4}\left(Cl\right)\right]^{4-ii}$$ $\uparrow \downarrow \downarrow \downarrow$ $$+22x-4-1=-4$$ Thus, oxygen is as superoxo",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,66,single_type,"Zeisse's salt is

**Options:**
-",b,[Pt ( N H3 )2C l,K [PtC l,Fe (C5 H5 )2,None of these ```,$$\left[\operatorname{Co}(H_2O)_6\right]^{2+\lambda+6\operatorname{Cl}^{-\lambda-\left[\operatorname{Cocl}_i\right]^{\operatorname{restan_{2}Oc}}}\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!$$ $Cl^{-ii}$ replaces $H_2O$ ligands and intense blue colour is developed,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,67,single_type,"``` [Co ( N O2) ( N H3 )5 ]

**Options:**
-",b,Yellow,Red,Blue,orange,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,68,single_type,"Select the correct statement

**Options:**
-",c,and (,are correct,Both (,None of the above is correct,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,69,single_type,"[ F e

**Options:**
-",c,Chlorotetracyanodioxoferrate (II) ion,Chlorotetracyanoperoxoferrate (II) ion,Chlorotetracyanosuperoxoferrate (II) ion,None of the above is correct,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,70,single_type,"When concentrated HClis added to a, solution of [Co ( H2O)6 ] develops due to the formation which one of the following

**Options:**
-",a,[CoC l,[CoC l,[CoC l,``` $$\bigl[CoCl\bigl(H_2O\bigr)_5\bigr]^{+i.i}$$,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,71,single_type,"In the complex $[Pt(O_2)(en)_2(Br)]^{2+\delta\delta}$ coordination number and oxidation number of platinum are

**Options:**
-",c,"4,3","4,5","4,6","6,4","EAN rule is not followed in which EAN of metal ≠ EC of nearest inert gas In this case Kr | Compl<br>ex | Z | O<br>N | Electro<br>de from<br>ligand (<br>L) | EAN<br>¿Z-(ON) | |-------------------|--------|--------|--------------------------------------|----------------| | (a) | 2 | + | 8 | 36 | | (b)<br>(c)<br>(d) | 9 | 1 | 12 | 33 | | (c) | 2<br>4 | + | 12 | 36 | | (d) | 4 | 3 | 8 | 36 | | | 2 | + | | | 2<br>6 | 2 | | | 2 | 0 | | | 8 | | $\left[ Cr(NH_3)_6 \right]^{3+ii}$ does not follow EAN rule $$\left[Fe\left(O_{2}\right)\left(CN\right)_{4}\left(Cl\right)\right]^{4-ii}$$ $\uparrow \downarrow \downarrow \downarrow$ $$+22x-4-1=-4$$ Thus, oxygen is as superoxo (a) $$\left[\operatorname{Co}(H_2O)_6\right]^{2+\lambda+6\operatorname{Cl}^{-\lambda-\left[\operatorname{Cocl}_i\right]^{\operatorname{restan_{2}Oc}}}\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!\!$$ $Cl^{-ii}$ replaces $H_2O$ ligands and intense blue colour is developed Superoxide (-1) $\big[ Pt \big( O_2 \big) (en)_2 (Br) \big]^{2+\delta\delta}$ Bidentate Thus. ON = +4 CN = 6",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,72,single_type,"Which of the following types of bonds are present in $CuSO_4 \cdot 5H_2O$ I. Electrovalent II. Covalent III. Coordinate Select the correct answer out of

**Options:**
-",d,"I,II *b*) II,III",,"I,III","I,II,III","$CuSO_4 \cdot 5H_2O$ exists as $\left[Cu(H_2O)_4\right]SO_4 \cdot H_2O$ Ionic bonding between $\left[Cu(H_2O)_4\right]^{2+i\cdot i}$ and $SO_4^{2-ii}$ Covalent bonding in $SO_4^{2-i\,i}$ and $H_2O$ coordinate bonding in complex between $Cu^{2+ii}$ and $H_2O$",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,73,single_type,"EAN of the elements (\*) are equal in

**Options:**
-",a,"$$\begin{array}{l} \dot{\iota}(CO)_4, \left[Fe(CN)_6\right]^{4-\dot{\iota}\dot{\iota}} \\","\\ \left[\dot{\iota}(en)_2\right]^{2+\dot{\iota}, \left[Fe(H_2O)_6\right]^{2+\dot{\iota}\dot{\iota}}\dot{\iota}} \end{array}$$ $$CJ \\ \left[Co\left(CN\right)_{6}\right]^{3-\iota,\left[Fe\left(CN\right)_{6}\right]^{3-\iota\iota}\iota} \\",,"\\ \left[\dot{\iota}\left(en\right)_{2}\right]^{2+\dot{\iota},\left[Sc\left(H_{2}O\right)_{6}\right]^{3+\iota\iota}\iota} \\ \\ \end{array}$$","| | Z | O<br>N | Electr on from ligand $(L)$ | <b>EAN</b> Z-(ON)+. | |------------------------------------------------------------------------------------------------------------------------------------------------------------------|-------------|------------------|-----------------------------|---------------------| | ¿(CO)₄ | 2 | 0 | 8 | 36 | | $ \begin{bmatrix} Fe(CN)_{6}\end{bmatrix}^{4-ii} \\ [i(en)_{2}]^{2+ii} $ | 8<br>2<br>6 | 2 | 12 | 36 | | [1.6 (CIV)6] | 2 | 8 | 34 | | $\left \left \frac{1}{6} (en)_2 \right ^{2+66} \right $ | 6 | 2 | 12 | 36 | | $ [E_{\alpha}(H, \Omega)]^{2+\delta}$ | 2<br>8 | 2<br>2<br>3<br>3 | 12 | 36 | | | 8 | 3 | 12 | 35 | | $\begin{bmatrix} \left[Fe\left(H_2O\right)_6\right]^{2+i} \ \left[Co\left(CN\right)_6\right]^{3-ii} \ i \ \left[Sc\left(H_2O\right)_6\right]^{3+ii} \end{split}$ | 2 | 3 | 12 | 30 | | ن | 6 | | | $\left[ \left[ \mathbf{S}_{\mathbf{C}} (\mathbf{H}, \mathbf{O}) \right]^{3+i\delta} \right]$ | 6<br>2<br>7 | | | 2 | | | 6 | | | 2 | | | 1 | |",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,74,single_type,"Match the geometry (given in Column I) with the complexes (in Column II) in A B C ```

**Options:**
-",b,1 2 3,3 1 2,3 2 1,2 1 3,"(A) octanehdral (3) $$\left[Fe(CN)_6\right]^{4-\delta d^2s p^3 \delta}$$ (B) square planar (1) $$\left[ \frac{1}{6} (CN)_4 \right]^{2-\delta ds \, p^2 \delta}$$ (2) $$(CO)_4 s p^3$$",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,75,single_type,"The compound(s) that exhibit (s) geometrical isomerism is (are)

**Options:**
-",c,[Pt ( en)C l,¿,[ Pt ( en)2C l,¿,$$Zn^{2+\dot{\epsilon}+4NH_3 \rightleftharpoons \left[Zn(NH_3)_4\right]^{2+\dot{\epsilon}\dot{\epsilon}}\dot{\epsilon}}$$ $$K = \frac{\left[Zn(NH_3)_4\right]^{2+\delta}}{\delta \cdot \delta} \delta$$ 11 $$\dot{c} \frac{1}{K[NH_3]^4} = \frac{1}{3 \times 10^9 \times (10)^4}$$ $$3.33 \times 10^{-14}$$,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,76,single_type,"What is the ratio of uncomplexed to complexed Z n N H3if the stability constant of is [ Zn( N H3 )4 ]

**Options:**
-",c,3.3×10−9,3.3×10−11,3.3×10−14,3×10−13,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,77,single_type,"Complexes of which ions are not kinetically labile

**Options:**
-",b,C u,C r,V,None of the above is correct,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,78,single_type,"In which case racemic mixture is obtained on mixing its mirror images in 1:1 molar ratio

**Options:**
-",a,``` ``` [Cr( en)3 ],[¿ ( DMG)2,Cis−[Cu (Gly )2,In all cases,$$Zn^{2+\dot{\epsilon}+4NH_3 \rightleftharpoons \left[Zn(NH_3)_4\right]^{2+\dot{\epsilon}\dot{\epsilon}}\dot{\epsilon}}$$ $$K = \frac{\left[Zn(NH_3)_4\right]^{2+\delta}}{\delta \cdot \delta} \delta$$ $$\dot{c} \frac{1}{K[NH_3]^4} = \frac{1}{3 \times 10^9 \times (10)^4}$$ $$3.33 \times 10^{-14}$$ $\left[\mathit{Cr}(\mathit{en})_{\scriptscriptstyle 3}\right]^{\scriptscriptstyle 3+i.i}$ exists as enantiomer and thus 1 : 1mixture of two optically active forms results in the formation of recemic mixture,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,79,single_type,"Which of the following an example of coordination compound

**Options:**
-",a,CoC l,KCl∙ MgC l,FeSO4,FeSO4,$$[CO(NH_3)_6]Cl_3$$ Double salt Simple salt Double salt,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,80,single_type,"Which is the incorrect observation

**Options:**
-",c,"For the complex , [Co F6 ] energy) and is thus high spin complex","For the complex , [Co ( N H3 )6 ] complex",∆t=,Greater the ionic charge on the central metal ion the greater the value of ∆,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,81,single_type,"In Which case geometrical isomers is possible with M as metal ion?

**Options:**
-",d,M X2Y 2,M X2Y 4,M X2Y 2 Z2,``` In all cases,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,82,single_type,"While $Ti^{3+i,V^{3+i,Fe^{3+i}i}}$ and $Co^{2+ii}$ afford a large number of tetrahedral complexes, $Cr^{3+ii}$ never does this, the reason being

**Options:**
-",b,\left[Ag(NH_3)_2\right]^{+ii},\left[Co(NH_3)_5NO_2\right]^{2+ii},\left[Pt(en)Cl_2\right],\left[Co(NH_3)_5Cl\right]^{2+ii},,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,85,single_type,"``` A compound has the empirical formula $CoCl_3 \cdot 5NH_3$ , When an aqueous solution of this compound is mixed with excess silver nitrate, 2 moles of AgCl precipitate per mol of compound. On reaction with excess $HClnoNH_4^{+il}$ is detected. Hence, it is ```

**Options:**
-",b,[Co ( N H3 )5C l,[Co ( N H3 )5Cl]C l,[Co ( N H3 )5C l,[Co ( N H3 )4C l,"Thus, are inside coordinate sphere Thus, complex is $Co(NH_3)_5Cl$ $Cl_2$",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,86,single_type,"Hexammine platinum (IV) tetrachloroplatinate (II) is

**Options:**
-",c,[ Pt ( N H3 )6 ] [ PtC l,¿,[ Pt ( N H3 )6 ] [ PtC l,[ Pt ( N H3 )6 ] [ PtC l,"IV II $$\left[ Pt \left( N H_3 \right)_6 \right]^{4 + i \left[ Pt C l_4 \right]^{2 - i i} i}$$ Thus, complex is $[Pt(NH_3)_6][PtCl_4]_2$",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,87,single_type,"The crystal field-splitting for C r I

**Options:**
-",a,I,C N,C N,N H3<H2O<I,"It acid is weak, its conjugate base is strong ligand HI>HCN acid strength $I^{-i< CN^{-i\iota_i}}$ ligand strength $NH_3>H_2O$ ligand strength 88",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,88,numerical,"For the complex M L2, stepwise formation constants for M +L⇌ ML ML+L⇌ M L2 are 4 and",a,,,,,"$$M+L \rightleftharpoons ML$$ , $K_1 = \frac{[ML]}{[M][L]} = 4$ $$M+L \rightleftharpoons ML_2, K_2 = \frac{[ML_2]}{[ML][L]} = 3$$ $$\overline{M+2L} \rightleftharpoons ML_2K_3 = \frac{[ML_2]}{[M][L]^2}$$ $$K_1 = K_1 K_2 = 12$$",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,89,numerical,"The formula of a carbonyl complex of cobalt, (CO)_n Co - Co(CO)_n, in which there a single covalent Co-Cobond is a) Co_2(CO)_4 Co_2(CO)_6 Co_2(CO)_8 Co_2(CO)_{10}

**Options:**
- a) 
- b) 
- c) 
- d)",c,,,,,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,90,single_type,"The spin only magnetic moment value (in Bohr magneton units) of Cr(CO)_6 is

**Options:**
-",a,0,2.84,4.90,5.92 Select the correct statement \left[Fe(CN)_6\right]^{4-ii} \wedge \left[Fe(H_2O)_6\right]^{2+ii} can be distinguished by magnetic moment \left[\dot{\iota}(CN)_{6}\right]^{2-\dot{\iota}\wedge\left[\dot{\iota}(CO)_{4}\right]\dot{\iota}}both are diamagnetic [Fe(CN)_6]^{3-i\wedge[Co(NH_3)_6]^{2+i\epsilon}} have equal magnetic moment All the above are correct statements,"$$M+L \rightleftharpoons ML$$ , $K_1 = \frac{[ML]}{[M][L]} = 4$ $$M+L \rightleftharpoons ML_2, K_2 = \frac{[ML_2]}{[ML][L]} = 3$$ $$\overline{M+2L} \rightleftharpoons ML_2K_3 = \frac{[ML_2]}{[M][L]^2}$$ $$K_1 = K_1 K_2 = 12$$ CO is a strong ligand, all the six electrons of the valence shell of Cr is paired and spin only magnetic moment=0",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,92,single_type,"Which is true for \langle (en)_2 ^{2+\delta,\delta} Z(Ni)=28

**Options:**
-",b,"geometry, magnetic moment",Magnetic moment and colour,Geometry and hybridization,None of the above,"$$\left[Fe(CN)_6\right]^{4-ii}$$ $$\left[Fe(H_2O)_6\right]^{2+ii}$$ Thus, they differ in magnetic moment",,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,97,single_type,"Select the correct statement

**Options:**
-",c,& (,are correct,Both (,None of the above is correct,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,98,single_type,"[ Pt ( N H3 ) ( N O2) Py ( N H2OH )]

**Options:**
-",b,2,3,4,5,,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,99,single_type,"The number of water molecule(s) directly bonded to the metal centre in CuSO4

**Options:**
-",d,1,2,3,4,$[Cu(H_2O_4)]SO_4.H_2O$ coordination number of Cu is 4.,,,,,,,,,,
COORDINATION_COMPOUNDS.json,504,PHYSICS,COORDINATION COMPOUNDS,168,100,numerical,"``` Extraction of metals or other processes is through the complex formation ``` I. Cyanide process II. Monds process III. Photographic fixing process Complexes formed in these methods are \left[\left.Ag\left(N\,H_{3}\right)_{2}\right]ClNi\left(CO\right)_{4}\left[\left.Ag\left(CN\right)_{2}\right]^{-i\cdot i} \left[\left.Ag\left(CN\right)_{2}\right]^{-\iota\ni\left(CO\right)_{4}\left[A\left(S_{2}O_{3}\right)_{2}\right]^{3-\iota\iota}}\iota\right. \left[Ag(CN)_2\right]^{-\dot{\iota}\left[Ag(S_2O_3)_2\right]^{3-\dot{\iota}\ni CO _4\dot{\iota}}\dot{\iota}} \left[Cd\left(CN\right)_{4}\right]^{2-\iota\ni(CO)_{4}\left[Ag\left(S_{2}O_{3}\right)_{2}\right]^{3-\iota\iota}\iota}

**Options:**
- a) 
- b) 
- c) 
- d)",b,,,,,"$$\begin{bmatrix} Py & NH_3 \\ HOH_2N & NO_2 \end{bmatrix} \begin{bmatrix} Py & NH_3 \\ O_2N & NH_2OH \end{bmatrix}$$ $$I \qquad II$$ $$\begin{bmatrix} HOH_2N & Pt & NH_3 \\ O_2N & Py \end{bmatrix} \begin{bmatrix} NH_3 & NH_2OH \\ O_2N & Py \end{bmatrix}$$ $$III \qquad IV$$ $$\begin{bmatrix} HOH_2N & NO_2 \\ O_2N & Py \end{bmatrix}$$ II and III, IV and V are identical (d) $[Cu(H_2O_4)]SO_4.H_2O$ coordination number of Cu is 4. I. $$Ag_2S+CN^{-\iota \longrightarrow [Ag(CN)_2]^{-\iota\iota}\iota}$$ II. $$\overset{\cdot}{\iota}$$ +4 $CO \longrightarrow [\overset{\cdot}{\iota}(CO)_4]$ III. $$AgBr + 2S_2O_3^{2-\iota \longrightarrow [Ag(S_2O_3)_2]^{3-\iota \iota}}$$",,,,,,,,,,
